attendance_id,dli_number,parade_date,attendance_status,late_status,excused_leave
ATT10806,DLI99SDA009999,2026-02-08,PRESENT,Yes,Yes
ATT05760,DLI24SDA000010,2026-07-25,Present,no,no
ATT02064,DLI23SDA000004,2025-09-06,Present,N,N
ATT03686,DLI23SDA000038,2025-01-26,Present,no,No
ATT09813,DLI25SDA000042,2025-12-08,Absent,No,No
ATT05293,DLI24SDA000001,2026-03-21,Present,No,N
ATT10209,DLI25SDA000058,2026-05-17,Present,No,no
ATT04720,DLI23SDA000059,2026-04-25,Present,no,NO
ATT07264,DLI24SDA000040,2025-04-27,Absent,no,No
ATT08084,DLI24SDA000056,2025-08-24,Present,N,No
ATT03155,DLI23SDA000027,2024-12-07,Absent,No,N
ATT01428,DLI22SDA000053,2025-04-12,Present,no,no
ATT04732,DLI23SDA000060,2024-10-13,Present,NO,No
ATT10485,DLI25SDA000070,2025-12-08,Present,N,No
ATT05064,DLI23SDA000067,2024-09-08,Present,N,NO
ATT07252,DLI24SDA000040,2024-10-31,Present,No,No
ATT06715,DLI24SDA000029,2026-01-03,Present,no,no
ATT00456,DLI22SDA000017,2025-04-12,Present,No,No
ATT07749,DLI24SDA000049,2026-07-25,Present,N,No
ATT09036,DLI25SDA000009,2026-07-25,Present,N,N
ATT10630,DLI26SDA000036,2026-07-11,Present,No,N
ATT04683,DLI23SDA000059,2024-10-04,Present,no,No
ATT02407,DLI23SDA000011,2026-01-03,Present,NO,No
ATT08467,DLI24SDA000064,2024-08-24,PRESENT,No,N
ATT05204,DLI23SDA000070,2024-08-08,Present,no,No
ATT10274,DLI25SDA000061,2026-02-08,Present,N,no
ATT04661,DLI23SDA000058,2025-11-15,Present,N,No
ATT08775,DLI24SDA000070,2024-09-08,PRESENT,N,no
ATT03965,DLI23SDA000044,2024-10-20,PRESENT,NO,no
ATT07446,DLI24SDA000044,2024-08-17,Absent,NO,NO
ATT10468,DLI25SDA000069,2026-03-21,Absent,NO,N
ATT00491,DLI22SDA000019,2024-09-01,Present,no,No
ATT05314,DLI24SDA000002,2024-10-31,Present,NO,No
ATT01117,DLI22SDA000042,2024-10-13,Present,No,N
ATT09935,DLI25SDA000047,2026-01-17,P,No,NO
ATT05800,DLI24SDA000011,2026-01-31,Present,no,NO
ATT08674,DLI24SDA000068,2024-09-14,Absent,No,N
ATT08856,DLI25SDA000002,2026-01-24,P,N,no
ATT09836,DLI25SDA000043,2025-11-15,Absent,No,Yes
ATT02530,DLI23SDA000014,2024-11-30,Present,No,No
ATT05753,DLI24SDA000010,2026-03-28,Present,no,N
ATT09019,DLI25SDA000009,2025-10-16,Present,no,NO
ATT02263,DLI23SDA000008,2026-01-03,Present,no,no
ATT01028,DLI22SDA000039,2024-08-08,Absent,No,N
ATT00727,DLI22SDA000027,2025-04-27,Present,No,N
ATT03523,DLI23SDA000035,2024-08-04,Present,N,No
ATT03943,DLI23SDA000043,2026-01-03,Absent,No,No
ATT08943,DLI25SDA000006,2025-09-06,Present,NO,No
ATT03262,DLI23SDA000029,2025-08-17,Absent,NO,NO
ATT02429,DLI23SDA000012,2024-10-20,Present,no,N
ATT03787,DLI23SDA000040,2025-04-27,Present,No,NO
ATT05189,DLI23SDA000069,2025-11-15,Present,No,No
ATT07058,DLI24SDA000036,2025-03-29,Present,no,No
ATT10105,DLI25SDA000054,2026-01-31,Present,N,NO
ATT10654,DLI26SDA000044,2026-07-11,Present,no,N
ATT07418,DLI24SDA000043,2025-05-03,Present,yes,no
ATT01161,DLI22SDA000043,2025-05-10,Present,NO,no
ATT03344,DLI23SDA000031,2024-11-10,Present,NO,no
ATT09621,DLI25SDA000034,2025-12-08,Present,No,NO
ATT04335,DLI23SDA000051,2026-04-18,Present,No,No
ATT04821,DLI23SDA000062,2024-08-17,Present,NO,no
ATT09272,DLI25SDA000019,2026-05-02,Present,NO,No
ATT10067,DLI25SDA000052,2026-07-18,Present,no,No
ATT05446,DLI24SDA000004,2026-03-21,Present,No,N
ATT08232,DLI24SDA000059,2025-04-12,Absent,NO,No
ATT05244,DLI23SDA000070,2026-02-28,Present,No,N
ATT08122,DLI24SDA000057,2024-11-30,Present,N,no
ATT02719,DLI23SDA000018,2024-10-31,present,No,No
ATT00982,DLI22SDA000037,2024-10-13,present,yes,N
ATT10730,DLI26SDA000069,2026-07-18,Present,NO,N
ATT10695,DLI26SDA000057,2026-07-25,present,No,NO
ATT03898,DLI23SDA000042,2026-01-31,Present,N,No
ATT02183,DLI23SDA000007,2024-09-01,Present,No,No
ATT08694,DLI24SDA000068,2025-05-10,Present,no,no
ATT10338,DLI25SDA000064,2025-10-05,Absent,no,No
ATT04020,DLI23SDA000045,2024-12-15,Present,no,no
ATT04422,DLI23SDA000053,2025-12-08,Present,No,No
ATT07373,DLI24SDA000042,2025-09-28,Present,no,No
ATT01845,DLI22SDA000069,2024-10-04,Present,NO,No
ATT08478,DLI24SDA000064,2024-11-17,P,No,NO
ATT08537,DLI24SDA000065,2025-03-29,P,N,NO
ATT08635,DLI24SDA000067,2025-01-05,PRESENT,N,no
ATT01295,DLI22SDA000048,2025-05-03,Present,N,NO
ATT03111,DLI23SDA000026,2025-02-01,Present,NO,No
ATT10938,DLI23SDA008782,2026-07-11,A,Yes,N
ATT01739,DLI22SDA000065,2024-10-20,Absent,No,No
ATT01785,DLI22SDA000067,2024-08-17,PRESENT,no,NO
ATT05232,DLI23SDA000070,2025-09-06,Present,no,No
ATT04575,DLI23SDA000056,2026-04-18,ABSENT,No,No
ATT04753,DLI23SDA000060,2025-09-21,Present,No,NO
ATT04146,DLI23SDA000047,2026-05-17,Present,No,No
ATT10524,DLI25SDA000071,2026-07-25,Present,N,N
ATT05991,DLI24SDA000015,2025-05-10,Present,No,no
ATT05643,DLI24SDA000008,2025-12-08,Present,No,NO
ATT08981,DLI25SDA000007,2026-03-28,Present,N,N
ATT06615,DLI24SDA000027,2026-01-24,Present,No,No
ATT06533,DLI24SDA000026,2024-09-22,Present,no,NO
ATT02140,DLI23SDA000006,2024-10-13,Present,NO,NO
ATT08397,DLI24SDA000062,2025-12-08,Present,Y,NO
ATT10506,DLI25SDA000071,2025-10-05,Present,no,NO
ATT07211,DLI24SDA000039,2025-03-29,PRESENT,no,No
ATT00201,DLI22SDA000008,2024-10-26,Present,NO,NO
ATT06532,DLI24SDA000026,2024-09-14,Present,No,NO
ATT08412,DLI24SDA000062,2026-07-25,Present,NO,No
ATT04802,DLI23SDA000061,2025-09-28,P,No,NO
ATT09091,DLI25SDA000012,2025-10-16,Present,No,NO
ATT10830,DLI23SDA009983,2026-01-03,P,No,Yes
ATT06957,DLI24SDA000034,2025-04-12,Present,NO,N
ATT02860,DLI23SDA000021,2024-10-13,Present,no,No
ATT09501,DLI25SDA000029,2025-12-08,Present,No,NO
ATT07737,DLI24SDA000049,2026-01-24,Present,N,NO
ATT10421,DLI25SDA000067,2026-03-28,Present,No,No
ATT06928,DLI24SDA000033,2026-04-25,Absent,No,No
ATT08932,DLI25SDA000005,2026-03-21,Present,N,N
ATT00892,DLI22SDA000034,2024-08-04,Absent,no,YES
ATT01099,DLI22SDA000041,2025-01-05,Present,No,no
ATT10258,DLI25SDA000060,2026-07-11,PRESENT,N,No
ATT08536,DLI24SDA000065,2025-03-02,Present,No,No
ATT08161,DLI24SDA000058,2024-08-24,Present,No,No
ATT02705,DLI23SDA000017,2026-05-02,ABSENT,No,No
ATT02380,DLI23SDA000011,2024-10-13,P,No,No
ATT02864,DLI23SDA000021,2024-11-10,Absent,No,NO
ATT10262,DLI25SDA000061,2025-08-24,Absent,no,no
ATT05420,DLI24SDA000004,2024-12-07,Present,N,No
ATT10016,DLI25SDA000050,2026-05-02,Present,N,No
ATT05653,DLI24SDA000008,2026-04-25,Present,No,No
ATT05173,DLI23SDA000069,2025-01-05,A,N,Yes
ATT02284,DLI23SDA000009,2024-10-13,Present,YES,N
ATT05963,DLI24SDA000014,2026-07-18,Absent,No,N
ATT08922,DLI25SDA000005,2025-10-05,Absent,no,no
ATT08128,DLI24SDA000057,2025-03-02,Present,No,No
ATT10980,DLI23SDA009850,2026-01-24,absent,yes,No
ATT10752,DLI25SDA008947,2026-03-28,A,Yes,N
ATT06338,DLI24SDA000022,2024-12-07,Present,NO,NO
ATT06265,DLI24SDA000020,2026-04-25,Present,N,no
ATT01852,DLI22SDA000069,2024-11-30,Present,No,NO
ATT07439,DLI24SDA000043,2026-05-02,present,NO,no
ATT04299,DLI23SDA000051,2024-10-04,Present,NO,NO
ATT07882,DLI24SDA000052,2025-09-21,Present,No,no
ATT04882,DLI23SDA000063,2024-11-30,Present,No,No
ATT03207,DLI23SDA000028,2025-02-01,Present,NO,N
ATT07363,DLI24SDA000042,2025-03-02,Present,No,No
ATT05630,DLI24SDA000008,2025-03-29,present,N,N
ATT07291,DLI24SDA000041,2024-08-04,Present,No,NO
ATT08677,DLI24SDA000068,2024-10-13,Present,Y,no
ATT04635,DLI23SDA000058,2024-10-04,Absent,N,Y
ATT08313,DLI24SDA000061,2024-08-17,Present,No,No
ATT08086,DLI24SDA000056,2025-09-21,PRESENT,no,No
ATT08025,DLI24SDA000055,2025-02-01,Present,no,N
ATT09345,DLI25SDA000022,2026-05-17,Present,no,no
ATT09440,DLI25SDA000026,2026-05-02,Present,NO,No
ATT02118,DLI23SDA000005,2025-12-08,P,No,NO
ATT00874,DLI22SDA000033,2024-10-13,Present,N,No
ATT10294,DLI25SDA000062,2026-01-03,P,NO,No
ATT09406,DLI25SDA000025,2026-01-03,Present,NO,N
ATT05711,DLI24SDA000010,2024-08-08,Present,no,No
ATT06906,DLI24SDA000033,2025-04-12,Present,No,no
ATT08813,DLI24SDA000070,2026-03-28,Present,No,N
ATT04759,DLI23SDA000060,2026-01-03,Present,No,no
ATT02666,DLI23SDA000017,2024-09-22,Present,No,N
ATT00451,DLI22SDA000017,2025-01-05,Present,No,NO
ATT03997,DLI23SDA000044,2026-03-21,Present,no,no
ATT08272,DLI24SDA000060,2024-10-31,Present,No,no
ATT00527,DLI22SDA000020,2024-11-10,Absent,NO,N
ATT06452,DLI24SDA000024,2025-08-24,Present,N,no
ATT06805,DLI24SDA000031,2025-04-27,Present,Y,No
ATT09980,DLI25SDA000049,2025-11-15,Present,N,No
ATT00741,DLI22SDA000028,2024-10-26,Present,NO,No
ATT04740,DLI23SDA000060,2024-12-15,A,No,Yes
ATT00587,DLI22SDA000022,2025-01-26,Present,No,no
ATT03775,DLI23SDA000040,2024-10-31,Present,no,NO
ATT04432,DLI23SDA000053,2026-04-25,Absent,N,Yes
ATT05505,DLI24SDA000005,2026-07-25,Present,NO,No
ATT03642,DLI23SDA000037,2025-04-12,Present,NO,No
ATT04722,DLI23SDA000059,2026-05-17,Present,N,N
ATT07189,DLI24SDA000039,2024-08-04,A,No,NO
ATT04368,DLI23SDA000052,2025-09-06,Present,no,No
ATT04588,DLI23SDA000057,2024-10-13,Present,No,no
ATT01557,DLI22SDA000058,2024-12-15,Present,no,N
ATT09859,DLI25SDA000044,2025-10-16,Absent,No,yes
ATT10291,DLI25SDA000062,2025-10-16,Present,no,NO
ATT00473,DLI22SDA000018,2024-11-10,Present,No,No
ATT00437,DLI22SDA000017,2024-09-01,P,N,No
ATT04691,DLI23SDA000059,2024-12-07,Present,No,NO
ATT09526,DLI25SDA000030,2026-01-03,Present,N,No
ATT04015,DLI23SDA000045,2024-10-31,absent,N,No
ATT02415,DLI23SDA000011,2026-04-18,PRESENT,No,NO
ATT00218,DLI22SDA000009,2024-08-08,P,No,No
ATT04495,DLI23SDA000055,2024-10-31,Present,N,No
ATT03500,DLI23SDA000034,2025-05-03,Present,no,N
ATT09355,DLI25SDA000023,2025-10-16,Present,N,no
ATT04123,DLI23SDA000047,2025-04-27,Present,No,NO
ATT03241,DLI23SDA000029,2024-09-14,Present,No,No
ATT02976,DLI23SDA000023,2025-09-06,Present,No,No
ATT05788,DLI24SDA000011,2025-08-17,present,no,No
ATT06267,DLI24SDA000020,2026-05-17,Present,no,NO
ATT00150,DLI22SDA000006,2024-11-17,present,NO,NO
ATT02999,DLI23SDA000024,2024-09-01,Present,No,No
ATT02378,DLI23SDA000011,2024-09-22,Present,No,no
ATT02563,DLI23SDA000015,2024-08-04,Present,No,No
ATT03988,DLI23SDA000044,2025-10-16,P,Yes,NO
ATT10877,DLI23SDA009175,2025-03-02,Absent,No,Yes
ATT00723,DLI22SDA000027,2025-02-01,Present,N,No
ATT05599,DLI24SDA000007,2026-03-21,Present,No,No
ATT09264,DLI25SDA000019,2026-01-24,Present,No,No
ATT06764,DLI24SDA000030,2025-11-15,Present,no,N
ATT10703,DLI26SDA000060,2026-07-18,Present,No,NO
ATT04306,DLI23SDA000051,2024-11-30,Present,NO,no
ATT10514,DLI25SDA000071,2026-02-08,Present,no,No
ATT06683,DLI24SDA000029,2024-09-01,Present,no,N
ATT08083,DLI24SDA000056,2025-08-17,Present,N,NO
ATT08968,DLI25SDA000007,2025-09-21,Absent,N,N
ATT07066,DLI24SDA000036,2025-09-21,present,No,NO
ATT08249,DLI24SDA000059,2026-02-08,Present,No,No
ATT09690,DLI25SDA000037,2025-10-05,Absent,N,Yes
ATT10123,DLI25SDA000055,2025-10-16,PRESENT,No,no
ATT10461,DLI25SDA000069,2025-12-08,Present,NO,no
ATT02910,DLI23SDA000022,2024-10-26,Present,N,No
ATT05123,DLI23SDA000068,2024-12-07,Present,NO,NO
ATT09280,DLI25SDA000020,2025-09-21,Present,NO,No
ATT04253,DLI23SDA000050,2024-10-20,Present,No,N
ATT08983,DLI25SDA000007,2026-04-25,Present,N,No
ATT01314,DLI22SDA000049,2024-12-15,P,no,No
ATT05145,DLI23SDA000068,2026-01-24,Present,No,no
ATT07668,DLI24SDA000048,2025-02-01,Present,no,No
ATT02665,DLI23SDA000017,2024-09-14,Present,N,no
ATT10381,DLI25SDA000066,2025-08-17,Present,No,No
ATT04102,DLI23SDA000047,2024-08-24,Present,N,N
ATT06803,DLI24SDA000031,2025-03-29,Present,No,N
ATT07903,DLI24SDA000053,2024-08-04,PRESENT,No,No
ATT00346,DLI22SDA000013,2025-03-02,present,N,No
ATT00410,DLI22SDA000016,2024-09-01,Present,NO,No
ATT02534,DLI23SDA000014,2025-01-26,Absent,No,yes
ATT08712,DLI24SDA000068,2026-04-18,Present,No,N
ATT07567,DLI24SDA000046,2025-03-02,Present,NO,No
ATT07564,DLI24SDA000046,2025-01-05,present,No,no
ATT09939,DLI25SDA000047,2026-02-28,Present,N,N
ATT01896,DLI23SDA000001,2024-09-08,Present,N,N
ATT03188,DLI23SDA000028,2024-08-08,PRESENT,yes,No
ATT06161,DLI24SDA000018,2026-03-28,Absent,No,no
ATT07534,DLI24SDA000045,2026-01-31,Present,No,No
ATT08791,DLI24SDA000070,2025-03-02,Present,no,No
ATT05071,DLI23SDA000067,2024-10-31,P,no,NO
ATT03143,DLI23SDA000027,2024-09-01,Present,N,No
ATT09828,DLI25SDA000042,2026-07-25,Present,No,N
ATT02091,DLI23SDA000005,2024-10-04,Absent,No,N
ATT09021,DLI25SDA000009,2025-12-08,present,No,No
ATT04714,DLI23SDA000059,2026-01-31,Present,NO,NO
ATT02646,DLI23SDA000016,2025-12-08,P,N,N
ATT05615,DLI24SDA000008,2024-09-22,Present,N,No
ATT04290,DLI23SDA000050,2026-05-17,Absent,No,NO
ATT04770,DLI23SDA000060,2026-05-17,Present,no,NO
ATT05471,DLI24SDA000005,2024-12-07,Present,No,No
ATT04679,DLI23SDA000059,2024-09-01,present,no,N
ATT04207,DLI23SDA000049,2024-10-31,Present,no,No
ATT05672,DLI24SDA000009,2024-11-10,Present,No,No
ATT08745,DLI24SDA000069,2025-05-10,Present,N,N
ATT09311,DLI25SDA000021,2026-01-17,Absent,NO,No
ATT00734,DLI22SDA000028,2024-09-01,Present,N,No
ATT06264,DLI24SDA000020,2026-04-18,Absent,N,NO
ATT07842,DLI24SDA000051,2026-02-28,Present,No,no
ATT09517,DLI25SDA000030,2025-08-17,Present,no,NO
ATT06627,DLI24SDA000027,2026-07-25,Present,NO,No
ATT06762,DLI24SDA000030,2025-10-05,Present,N,No
ATT07488,DLI24SDA000044,2026-04-18,Absent,No,N
ATT00202,DLI22SDA000008,2024-10-31,Present,No,no
ATT00941,DLI22SDA000035,2025-03-29,Present,Yes,No
ATT07452,DLI24SDA000044,2024-10-04,P,Yes,No
ATT01782,DLI22SDA000066,2025-05-10,Present,No,N
ATT08949,DLI25SDA000006,2025-12-08,Present,NO,N
ATT08296,DLI24SDA000060,2026-01-03,Present,No,N
ATT07449,DLI24SDA000044,2024-09-08,Present,NO,No
ATT02003,DLI23SDA000003,2024-12-07,absent,N,N
ATT10528,DLI26SDA000002,2026-07-11,Present,no,NO
ATT08655,DLI24SDA000067,2026-01-24,PRESENT,No,No
ATT02352,DLI23SDA000010,2025-09-06,Present,No,No
ATT07837,DLI24SDA000051,2026-01-03,present,N,No
ATT07136,DLI24SDA000037,2026-07-18,P,No,No
ATT00344,DLI22SDA000013,2025-01-26,Present,N,N
ATT00013,DLI22SDA000001,2024-10-31,Present,N,No
ATT03929,DLI23SDA000043,2025-03-29,Present,N,NO
ATT00412,DLI22SDA000016,2024-09-14,Present,no,no
ATT06016,DLI24SDA000016,2024-08-04,Present,No,no
ATT08143,DLI24SDA000057,2026-01-03,Present,No,No
ATT09232,DLI25SDA000018,2025-09-21,Absent,No,no
ATT07204,DLI24SDA000039,2024-11-30,Absent,NO,N
ATT02025,DLI23SDA000003,2026-01-24,Absent,N,No
ATT03221,DLI23SDA000028,2025-11-15,Absent,No,no
ATT05824,DLI24SDA000012,2024-10-31,PRESENT,No,no
ATT08116,DLI24SDA000057,2024-10-13,Present,No,No
ATT03835,DLI23SDA000041,2025-04-27,Present,no,NO
ATT04999,DLI23SDA000065,2026-01-03,absent,No,N
ATT06364,DLI24SDA000022,2026-03-21,Present,no,N
ATT08804,DLI24SDA000070,2025-11-15,Present,no,NO
ATT01821,DLI22SDA000068,2024-10-26,P,no,No
ATT06416,DLI24SDA000023,2026-03-28,Present,no,N
ATT09854,DLI25SDA000044,2025-08-24,Present,NO,N
ATT00375,DLI22SDA000014,2025-04-12,Present,No,no
ATT01208,DLI22SDA000045,2025-01-26,Present,NO,NO
ATT02881,DLI23SDA000021,2025-09-21,Present,NO,No
ATT00462,DLI22SDA000018,2024-08-17,Present,No,NO
ATT05116,DLI23SDA000068,2024-10-13,Present,No,no
ATT02979,DLI23SDA000023,2025-10-05,present,N,N
ATT04852,DLI23SDA000062,2025-10-16,Present,No,No
ATT10718,DLI26SDA000065,2026-07-18,present,NO,No
ATT08292,DLI24SDA000060,2025-10-05,Present,No,N
ATT10707,DLI26SDA000061,2026-07-25,P,N,NO
ATT09936,DLI25SDA000047,2026-01-24,Present,N,NO
ATT09629,DLI25SDA000034,2026-03-28,Present,NO,No
ATT06293,DLI24SDA000021,2025-03-29,Present,YES,no
ATT03850,DLI23SDA000041,2026-01-31,Present,No,No
ATT09242,DLI25SDA000018,2026-02-08,present,no,N
ATT01279,DLI22SDA000048,2024-10-13,Present,NO,N
ATT08573,DLI24SDA000066,2024-09-22,Present,NO,No
ATT10761,DLI23SDA009175,2026-01-17,absent,no,Yes
ATT00153,DLI22SDA000006,2024-12-15,Present,NO,NO
ATT08944,DLI25SDA000006,2025-09-21,Present,NO,no
ATT10328,DLI25SDA000063,2026-05-02,present,No,NO
ATT02434,DLI23SDA000012,2024-11-30,present,no,NO
ATT10357,DLI25SDA000065,2025-08-17,Present,No,No
ATT04602,DLI23SDA000057,2025-04-12,P,No,no
ATT08811,DLI24SDA000070,2026-02-28,Present,no,No
ATT01281,DLI22SDA000048,2024-10-26,Present,N,NO
ATT03490,DLI23SDA000034,2024-11-30,Present,N,No
ATT04629,DLI23SDA000058,2024-08-17,Present,N,N
ATT09824,DLI25SDA000042,2026-05-02,Absent,No,no
ATT01468,DLI22SDA000055,2024-10-13,Present,No,N
ATT04782,DLI23SDA000061,2024-10-26,present,Y,no
ATT09077,DLI25SDA000011,2026-03-28,Present,NO,No
ATT03754,DLI23SDA000039,2026-01-31,Present,N,No
ATT09899,DLI25SDA000045,2026-07-18,Present,N,no
ATT02411,DLI23SDA000011,2026-02-08,absent,No,No
ATT00250,DLI22SDA000010,2024-09-14,Absent,No,No
ATT08002,DLI24SDA000054,2026-07-11,Absent,no,NO
ATT06654,DLI24SDA000028,2025-05-10,Present,NO,N
ATT04586,DLI23SDA000057,2024-09-22,Present,no,No
ATT00813,DLI22SDA000031,2024-08-17,Present,no,no
ATT03717,DLI23SDA000039,2024-08-17,Present,N,NO
ATT06572,DLI24SDA000026,2026-05-02,Absent,N,yes
ATT07474,DLI24SDA000044,2025-09-21,Absent,N,No
ATT05674,DLI24SDA000009,2024-11-30,Present,N,No
ATT02151,DLI23SDA000006,2025-02-01,Present,No,NO
ATT02757,DLI23SDA000019,2024-08-17,Present,No,NO
ATT00756,DLI22SDA000028,2025-05-10,Present,no,no
ATT06994,DLI24SDA000035,2024-10-13,Present,No,No
ATT00984,DLI22SDA000037,2024-10-26,Present,No,N
ATT01061,DLI22SDA000040,2024-09-22,Absent,N,NO
ATT02120,DLI23SDA000005,2026-01-17,Present,No,No
ATT08267,DLI24SDA000060,2024-09-22,Present,N,No
ATT08599,DLI24SDA000066,2025-10-16,Present,no,No
ATT04615,DLI23SDA000057,2026-01-03,Present,No,no
ATT02528,DLI23SDA000014,2024-11-10,Present,N,NO
ATT00461,DLI22SDA000018,2024-08-08,present,No,N
ATT03583,DLI23SDA000036,2024-10-31,Present,N,NO
ATT07733,DLI24SDA000049,2025-11-15,Present,No,NO
ATT00608,DLI22SDA000023,2024-11-10,Absent,No,NO
ATT00158,DLI22SDA000006,2025-03-29,Absent,N,NO
ATT08289,DLI24SDA000060,2025-09-06,Present,No,No
ATT05329,DLI24SDA000002,2025-08-17,Present,N,N
ATT00164,DLI22SDA000007,2024-08-08,Present,no,No
ATT04145,DLI23SDA000047,2026-05-02,absent,No,no
ATT02365,DLI23SDA000010,2026-03-21,Present,NO,No
ATT08771,DLI24SDA000070,2024-08-08,Absent,NO,No
ATT01792,DLI22SDA000067,2024-10-13,Present,No,N
ATT08738,DLI24SDA000069,2025-01-26,Present,No,N
ATT02903,DLI23SDA000022,2024-09-01,Absent,no,NO
ATT09363,DLI25SDA000023,2026-02-28,Present,No,No
ATT04587,DLI23SDA000057,2024-10-04,Present,NO,No
ATT01188,DLI22SDA000044,2025-05-10,Present,No,No
ATT00837,DLI22SDA000031,2025-05-10,Present,No,N
ATT03985,DLI23SDA000044,2025-09-21,Present,No,no
ATT02764,DLI23SDA000019,2024-10-13,Present,No,N
ATT03457,DLI23SDA000033,2025-09-21,Present,No,No
ATT00307,DLI22SDA000012,2024-10-13,Present,NO,No
ATT07781,DLI24SDA000050,2025-09-28,Present,N,No
ATT07302,DLI24SDA000041,2024-10-26,Present,NO,No
ATT06645,DLI24SDA000028,2024-12-15,Present,No,No
ATT07932,DLI24SDA000053,2025-09-06,present,NO,No
ATT08649,DLI24SDA000067,2025-10-05,Absent,No,N
ATT05921,DLI24SDA000014,2024-09-22,Absent,N,No
ATT02477,DLI23SDA000013,2024-10-20,Present,no,No
ATT06261,DLI24SDA000020,2026-02-28,Absent,no,No
ATT04968,DLI23SDA000065,2024-09-08,Present,YES,No
ATT06854,DLI24SDA000032,2025-03-29,Present,No,No
ATT07224,DLI24SDA000039,2025-12-08,present,N,N
ATT00418,DLI22SDA000016,2024-10-31,P,N,no
ATT10046,DLI25SDA000052,2025-08-24,Present,NO,No
ATT06219,DLI24SDA000019,2026-07-25,Present,no,no
ATT02894,DLI23SDA000021,2026-03-28,Present,no,No
ATT09318,DLI25SDA000021,2026-04-18,Absent,No,No
ATT05096,DLI23SDA000067,2026-01-17,P,N,N
ATT03322,DLI23SDA000030,2026-01-31,Present,no,No
ATT01204,DLI22SDA000045,2024-11-30,Present,no,No
ATT01471,DLI22SDA000055,2024-10-31,PRESENT,no,NO
ATT05259,DLI24SDA000001,2024-10-04,present,no,N
ATT08463,DLI24SDA000063,2026-07-25,Present,No,N
ATT10313,DLI25SDA000063,2025-09-28,Present,no,N
ATT05065,DLI23SDA000067,2024-09-14,Present,NO,No
ATT05823,DLI24SDA000012,2024-10-26,Present,no,No
ATT04230,DLI23SDA000049,2025-12-08,Absent,No,no
ATT07125,DLI24SDA000037,2026-01-24,Absent,No,No
ATT07022,DLI24SDA000035,2026-01-17,Present,NO,No
ATT03840,DLI23SDA000041,2025-09-06,Present,N,N
ATT01189,DLI22SDA000045,2024-08-04,Present,no,N
ATT00610,DLI22SDA000023,2024-11-30,Present,No,No
ATT04116,DLI23SDA000047,2024-12-15,Present,no,no
ATT03323,DLI23SDA000030,2026-02-08,Present,no,No
ATT01308,DLI22SDA000049,2024-10-26,Present,NO,N
ATT03887,DLI23SDA000042,2025-08-24,Present,NO,no
ATT10478,DLI25SDA000070,2025-08-24,Present,No,no
ATT00388,DLI22SDA000015,2024-10-13,Present,no,no
ATT09378,DLI25SDA000024,2025-10-05,Present,no,NO
ATT05640,DLI24SDA000008,2025-10-05,Present,No,No
ATT05346,DLI24SDA000002,2026-04-18,Present,Yes,No
ATT04113,DLI23SDA000047,2024-11-17,present,no,N
ATT04873,DLI23SDA000063,2024-09-14,Present,Y,No
ATT02312,DLI23SDA000009,2026-01-17,Present,no,NO
ATT03692,DLI23SDA000038,2025-05-03,Present,no,No
ATT00471,DLI22SDA000018,2024-10-26,Present,NO,N
ATT06524,DLI24SDA000025,2026-07-18,P,YES,No
ATT06517,DLI24SDA000025,2026-03-21,Present,no,no
ATT04874,DLI23SDA000063,2024-09-22,Present,No,No
ATT03358,DLI23SDA000031,2025-08-17,Absent,N,No
ATT10335,DLI25SDA000064,2025-09-06,Present,NO,No
ATT05973,DLI24SDA000015,2024-10-04,Present,No,NO
ATT01774,DLI22SDA000066,2025-01-05,Present,NO,No
ATT06503,DLI24SDA000025,2025-08-24,ABSENT,No,no
ATT10023,DLI25SDA000051,2025-09-06,Present,No,N
ATT09101,DLI25SDA000012,2026-03-28,Present,No,N
ATT04239,DLI23SDA000049,2026-04-18,Present,no,N
ATT10452,DLI25SDA000068,2026-07-25,Absent,No,YES
ATT08288,DLI24SDA000060,2025-08-24,Present,NO,No
ATT07377,DLI24SDA000042,2025-12-08,Present,no,No
ATT10399,DLI25SDA000066,2026-04-25,Present,NO,No
ATT04921,DLI23SDA000064,2024-09-14,Present,yes,N
ATT02929,DLI23SDA000022,2025-09-21,Absent,no,N
ATT02962,DLI23SDA000023,2024-11-30,Present,YES,NO
ATT09166,DLI25SDA000015,2026-01-03,Present,N,NO
ATT00036,DLI22SDA000002,2024-10-04,Present,N,NO
ATT06381,DLI24SDA000023,2024-10-04,Present,No,No
ATT08527,DLI24SDA000065,2024-10-31,Present,N,NO
ATT03246,DLI23SDA000029,2024-10-26,Absent,N,yes
ATT09831,DLI25SDA000043,2025-09-06,A,NO,Y
ATT06811,DLI24SDA000031,2025-09-21,Present,NO,No
ATT03907,DLI23SDA000043,2024-08-04,Present,NO,N
ATT03833,DLI23SDA000041,2025-03-29,Present,no,No
ATT01579,DLI22SDA000059,2024-10-31,Present,NO,no
ATT00733,DLI22SDA000028,2024-08-24,Present,N,NO
ATT09480,DLI25SDA000028,2026-01-24,Present,yes,No
ATT06446,DLI24SDA000024,2025-03-29,Present,No,No
ATT08946,DLI25SDA000006,2025-10-05,Present,NO,No
ATT10028,DLI25SDA000051,2025-11-15,PRESENT,NO,N
ATT03299,DLI23SDA000030,2024-12-07,P,No,N
ATT05205,DLI23SDA000070,2024-08-17,P,N,N
ATT06949,DLI24SDA000034,2024-11-30,Present,No,N
ATT09579,DLI25SDA000032,2026-02-28,Present,no,No
